Date,Open,High,Low,Close,Adj Close,Volume
2021-09-10,247.33999633789062,253.38999938964844,240.25,242.17999267578125,242.17999267578125,5195600
2021-09-13,247.4199981689453,248.6699981689453,230.2100067138672,233.8300018310547,233.8300018310547,4006300
2021-09-14,233.0800018310547,242.5,232.10000610351562,234.2899932861328,234.2899932861328,2790000
2021-09-15,234.72999572753906,236.32000732421875,223.0500030517578,232.3000030517578,232.3000030517578,2874200
2021-09-16,231.13999938964844,239.6999969482422,229.5,237.27000427246094,237.27000427246094,2221300
2021-09-17,238.2100067138672,239.0,228.2100067138672,237.5399932861328,237.5399932861328,3137200
2021-09-20,224.07000732421875,233.4499969482422,222.13999938964844,226.9199981689453,226.9199981689453,3275700
2021-09-21,227.88999938964844,231.97999572753906,223.0,230.2899932861328,230.2899932861328,2872000
2021-09-22,231.41000366210938,234.11000061035156,224.14999389648438,232.00999450683594,232.00999450683594,2363200
2021-09-23,234.24000549316406,260.69000244140625,233.5500030517578,257.29998779296875,257.29998779296875,6962500
2021-09-24,257.29998779296875,257.29998779296875,246.25,248.16000366210938,248.16000366210938,3007100
2021-09-27,248.5500030517578,249.0399932861328,227.39999389648438,231.0399932861328,231.0399932861328,4662600
2021-09-28,227.19000244140625,231.88999938964844,202.22000122070312,204.8300018310547,204.8300018310547,8387600
2021-09-29,211.11000061035156,215.5500030517578,198.0,203.52999877929688,203.52999877929688,3758700
2021-09-30,203.35000610351562,211.47999572753906,200.52000427246094,207.30999755859375,207.30999755859375,2789900
2021-10-01,190.91000366210938,192.39999389648438,154.27999877929688,181.60000610351562,181.60000610351562,17547800
2021-10-04,166.80999755859375,181.33999633789062,166.5500030517578,178.27000427246094,178.27000427246094,5747800
2021-10-05,181.5,185.2100067138672,169.72999572753906,170.0,170.0,4599900
2021-10-06,163.99000549316406,168.6999969482422,159.11000061035156,161.88999938964844,161.88999938964844,4912500
2021-10-07,163.25,170.02999877929688,158.39999389648438,165.67999267578125,165.67999267578125,3159500
2021-10-08,165.3300018310547,171.00999450683594,162.24000549316406,164.0500030517578,164.0500030517578,3289300
2021-10-11,161.63999938964844,170.88999938964844,159.5500030517578,165.38999938964844,165.38999938964844,2675200
2021-10-12,166.02000427246094,167.5500030517578,160.60000610351562,163.22000122070312,163.22000122070312,2233600
2021-10-13,164.08999633789062,173.24000549316406,163.7100067138672,166.38999938964844,166.38999938964844,4450300
2021-10-14,170.00999450683594,174.63999938964844,168.5,169.74000549316406,169.74000549316406,2589800
