Date,Open,High,Low,Close,Adj Close,Volume
2021-09-10,47.72999954223633,48.34000015258789,47.209999084472656,47.220001220703125,46.62240982055664,2141400
2021-09-13,47.7400016784668,47.81999969482422,46.47999954223633,47.72999954223633,47.12595748901367,2047400
2021-09-14,48.0,48.40999984741211,47.34000015258789,47.400001525878906,46.80013656616211,1746600
2021-09-15,47.279998779296875,47.939998626708984,47.02000045776367,47.79999923706055,47.195072174072266,1410200
2021-09-16,47.630001068115234,48.439998626708984,47.59000015258789,47.689998626708984,47.08646011352539,1606900
2021-09-17,47.529998779296875,47.869998931884766,47.029998779296875,47.58000183105469,46.97785568237305,5462200
2021-09-20,46.290000915527344,47.709999084472656,46.16999816894531,47.630001068115234,47.027225494384766,2460300
2021-09-21,48.380001068115234,48.66999816894531,47.59000015258789,48.34000015258789,47.728240966796875,2051600
2021-09-22,48.72999954223633,49.880001068115234,48.61000061035156,49.59000015258789,48.96242141723633,2701000
2021-09-23,49.779998779296875,50.5099983215332,49.38999938964844,49.5099983215332,48.883426666259766,1607500
2021-09-24,49.29999923706055,50.08000183105469,48.880001068115234,49.369998931884766,48.74520492553711,1271900
2021-09-27,49.2599983215332,50.119998931884766,49.18000030517578,49.439998626708984,48.81431579589844,1458600
2021-09-28,49.0,49.619998931884766,48.220001220703125,48.34000015258789,47.728240966796875,1987000
2021-09-29,48.70000076293945,48.83000183105469,47.97999954223633,48.27000045776367,47.659122467041016,848100
2021-09-30,48.2400016784668,48.2400016784668,46.40999984741211,46.40999984741211,45.822662353515625,1880300
2021-10-01,46.650001525878906,47.02000045776367,45.400001525878906,46.529998779296875,45.94114303588867,1827700
2021-10-04,46.36000061035156,46.470001220703125,45.380001068115234,45.599998474121094,45.022911071777344,2639800
2021-10-05,45.650001525878906,46.25,45.220001220703125,45.279998779296875,44.70696258544922,1890600
2021-10-06,44.810001373291016,45.5099983215332,44.16999816894531,45.22999954223633,44.657596588134766,1833600
2021-10-07,45.7599983215332,46.86000061035156,45.66999816894531,45.9900016784668,45.40797805786133,1381700
2021-10-08,45.83000183105469,46.11000061035156,44.95000076293945,44.9900016784668,44.42063522338867,988200
2021-10-11,44.970001220703125,45.52000045776367,44.790000915527344,44.810001373291016,44.24291229248047,890400
2021-10-12,44.88999938964844,45.2599983215332,44.650001525878906,44.65999984741211,44.09480667114258,944300
